Activity ID,Activity Type,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Athlete Weight,Bike Weight,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Calories,Relative Effort.1,Commute.1,Year,Pace,COVID_Period,Elevation_Group,Week,Year_Week
1345163770,Run,14672,30.94,172.0,154.0,False,,68.5,,14417,4.0,,617.3,,797.6,1016.7,17.8,0.0,95.0,70.0,172.0,125.0,2728.0,154.0,0.0,2018,7.766106442577031,Pre-COVID,High,1,2018-1
7087068603,Run,4502,13.12,139.0,25.0,False,,,,4494,4.25,2.921,21.3,324.0,793.2,804.6,11.2,0.0,99.0,94.0,,128.0,901.0,25.0,0.0,2022,5.708841463414635,Post-COVID,Low,18,2022-18
2214252186,Run,269,0.98,160.0,9.0,False,,68.7,,269,4.1,,4.6,6.0,793.6,796.5,2.5,0.2,96.0,92.0,160.0,146.0,65.0,9.0,0.0,2019,4.574829931972789,Pre-COVID,Low,11,2019-11
2543275210,Run,4202,13.11,162.0,164.0,False,,68.7,,4202,4.3,,319.0,349.0,826.2,871.1,10.6,0.0,96.0,89.0,162.0,149.0,840.0,164.0,,2019,5.341978133740148,Pre-COVID,High,29,2019-29
7888411427,Run,2462,6.29,145.0,17.0,False,,,,2462,3.603,2.555,13.0,145.0,805.4,816.7,5.6,0.0,93.0,89.0,,128.0,453.0,17.0,0.0,2022,6.523582405935347,Post-COVID,Low,39,2022-39
961630420,Run,1055,4.0,158.0,51.0,False,,68.5,,1055,4.5,,10.8,,787.6,805.4,11.0,-0.2,96.0,87.0,158.0,154.0,,51.0,0.0,2017,4.395833333333333,Pre-COVID,Low,17,2017-17
1226990983,Run,3719,10.09,,,False,,75.8,,3714,3.8,,73.4,,792.6,797.8,5.8,0.0,104.0,57.0,,,,,0.0,2017,6.134786917740337,Pre-COVID,High,41,2017-41
2663888925,Run,3004,8.02,156.0,45.0,False,,68.7,,3004,3.1,,215.0,194.0,793.5,797.6,7.4,0.0,95.0,91.0,156.0,128.0,562.0,45.0,,2019,6.242726517040732,Pre-COVID,High,35,2019-35
6186398438,Run,12657,33.15,154.0,144.0,False,,,,12630,5.266,2.625,67.2,872.0,792.5,816.4,10.2,0.0,97.0,87.0,,132.0,2350.0,144.0,0.0,2021,6.349924585218703,COVID,High,43,2021-43
7333260572,Run,8240,22.05,136.0,42.0,False,,,,8240,3.678,2.676,21.5,415.0,793.2,799.3,4.9,0.0,96.0,91.0,,127.0,1507.0,42.0,0.0,2022,6.2282690854119425,Post-COVID,Low,24,2022-24
17715428488,Run,3247,8.0,152.0,29.0,False,New Balance Kaiha Road NB Kaiha ,,,3182,4.067,2.515,12.1,11.5,792.9,798.9,5.3,0.0,99.0,89.0,152.0,130.0,585.0,29.0,0.0,2026,6.629166666666666,Post-COVID,Low,11,2026-11
1901594986,Run,9338,25.51,161.0,245.0,False,,72.6,,9088,5.2,,201.6,674.0,791.2,882.8,9.9,0.0,93.0,81.0,161.0,139.0,1560.0,245.0,0.0,2018,5.937540833660003,Pre-COVID,High,41,2018-41
2066266340,Run,4243,15.5,,,False,,68.7,,4243,4.2,,0.0,122.0,794.5,797.6,3.1,0.0,99.0,85.0,,,1139.0,,0.0,2019,4.56236559139785,Pre-COVID,Low,2,2019-2
8831172299,Run,2106,5.04,152.0,23.0,False,Adidas Boston 10 adiBoston10,,,2101,3.28,2.4,4.9,100.0,793.6,798.7,2.5,0.0,94.0,83.0,,131.0,375.0,23.0,0.0,2023,6.947751322751323,Post-COVID,Low,14,2023-14
2811297900,Run,2191,7.92,158.0,97.0,False,,70.0,,2191,4.1,,30.0,29.0,793.9,796.9,3.6,0.0,96.0,91.0,158.0,151.0,468.0,97.0,0.0,2019,4.610690235690235,Pre-COVID,High,43,2019-43
15041944197,Run,473,1.1,160.0,10.0,False,New Balance 1080 V14 NB 1080 V14,,,455,5.18,2.42,0.0,39.0,795.4,797.2,1.2,-0.1,102.0,72.0,160.0,144.0,96.0,10.0,0.0,2025,6.893939393939393,Post-COVID,Low,28,2025-28
14969029940,Run,482,1.11,146.0,5.0,False,New Balance 1080 V14 NB 1080 V14,,,473,4.717,2.359,0.0,52.0,795.3,797.0,1.1,-0.1,105.0,73.0,146.0,133.0,89.0,5.0,0.0,2025,7.102102102102102,Post-COVID,Low,27,2025-27
3179066467,Run,3013,8.14,128.0,14.0,False,,67.4,,3013,3.1,2.702,36.7,142.0,793.6,796.4,3.8,0.0,99.0,89.0,128.0,120.0,468.0,14.0,0.0,2020,6.169123669123669,COVID,High,11,2020-11
2367196682,Run,2422,8.05,,,False,,68.7,,2422,4.8,,239.0,235.0,825.8,871.1,10.1,0.0,101.0,88.0,,,599.0,,,2019,5.014492753623188,Pre-COVID,High,20,2019-20
9884367915,Run,5312,14.02,154.0,40.0,False,Adidas Boston 10 adiBoston10,,,5244,5.693,2.674,117.2,270.0,794.0,822.3,8.6,0.0,104.0,90.0,,129.0,979.0,40.0,0.0,2023,6.2339514978602,Post-COVID,High,38,2023-38
16212591879,Run,4020,10.75,152.0,21.0,False,New Balance 1080 V14 NB 1080 V14,,,3908,4.417,2.752,29.7,248.0,792.9,805.6,5.4,0.0,99.0,90.0,152.0,126.0,744.0,21.0,0.0,2025,6.058914728682171,Post-COVID,High,43,2025-43
1420205759,Run,3953,10.46,208.0,60.0,False,,67.0,,3900,4.4,,61.3,,793.5,796.8,2.9,0.0,96.0,81.0,208.0,133.0,,60.0,0.0,2018,6.21414913957935,Pre-COVID,High,8,2018-8
10509498999,Run,8601,22.55,151.0,94.0,False,ASICS Kayano 29 Asics K29,,,8538,3.77,2.642,113.9,331.0,793.5,828.0,6.1,0.0,97.0,91.0,,133.0,1583.0,94.0,0.0,2024,6.310421286031042,Post-COVID,High,1,2024-1
2886941841,Run,7735,20.34,140.0,103.0,False,,70.0,,7296,4.4,2.789,381.0,368.0,790.9,813.7,4.5,0.0,97.0,90.0,140.0,128.0,1061.0,103.0,0.0,2019,5.978367748279252,Pre-COVID,High,47,2019-47
2035098855,Run,1504,4.44,,,False,Nike Flyknit Streak 6 Nike Flyknit S6,68.7,,1504,4.2,,23.1,136.0,793.6,796.7,2.3,0.0,97.0,87.0,,,344.0,,0.0,2018,5.645645645645645,Pre-COVID,Low,52,2018-52
4612714856,Run,735,1.85,136.0,5.0,False,,,,735,3.8,2.521,4.4,32.0,793.9,798.4,1.5,0.0,93.0,86.0,,131.0,137.0,5.0,0.0,2021,6.621621621621621,COVID,Low,2,2021-2
1441030121,Run,3591,12.02,254.0,204.0,False,,67.0,,3591,6.4,,56.1,,790.1,799.1,5.9,0.0,95.0,79.0,254.0,166.0,,204.0,0.0,2018,4.979201331114809,Pre-COVID,High,10,2018-10
1006080124,Run,2746,7.66,163.0,48.0,False,,68.5,,2746,4.2,,93.1,,788.2,801.0,15.4,0.0,92.0,82.0,163.0,131.0,,48.0,0.0,2017,5.974760661444734,Pre-COVID,High,21,2017-21
5194469026,Run,3848,12.04,163.0,84.0,False,,,,3848,4.5,3.131,47.4,331.0,793.8,826.4,4.0,0.0,104.0,90.0,,141.0,750.0,84.0,0.0,2021,5.326688815060909,COVID,High,17,2021-17
3894029865,Run,3603,9.09,136.0,28.0,False,,,,3603,2.9,2.524,0.0,76.0,795.3,795.6,1.4,0.0,92.0,87.0,,122.0,522.0,28.0,0.0,2020,6.606160616061606,COVID,Low,33,2020-33
1611222546,Run,4167,6.81,130.0,14.0,False,,67.0,,4155,2.2,,187.3,,838.7,997.6,13.7,0.0,63.0,57.0,130.0,105.0,603.0,14.0,0.0,2018,10.168869309838474,Pre-COVID,High,22,2018-22
960467177,Run,1776,6.02,160.0,59.0,False,,68.5,,1776,3.9,,17.2,,787.3,808.8,11.7,-0.1,96.0,87.0,160.0,146.0,,59.0,0.0,2017,4.916943521594685,Pre-COVID,Low,17,2017-17
2562459186,Run,3003,9.64,167.0,128.0,False,,68.7,,3003,4.2,,226.0,232.0,824.7,871.1,10.2,-0.1,98.0,89.0,167.0,150.0,625.0,128.0,,2019,5.191908713692945,Pre-COVID,High,30,2019-30
6958091817,Run,3918,10.3,135.0,19.0,False,,,,3918,3.667,2.631,8.2,241.0,793.5,799.3,3.5,0.0,94.0,89.0,,126.0,713.0,19.0,0.0,2022,6.339805825242718,Post-COVID,Low,14,2022-14
1234708746,Run,3000,8.15,,,False,,75.8,,3000,,,,,,,,0.0,,,,,,,0.0,2017,6.134969325153374,Pre-COVID,Low,42,2017-42
8017593095,Run,3860,10.06,156.0,27.0,False,Adidas Boston 10 adiBoston10,,,3776,4.988,2.664,44.8,240.0,794.0,805.6,5.2,0.0,101.0,88.0,,128.0,701.0,27.0,0.0,2022,6.255798542080847,Post-COVID,High,43,2022-43
1330429507,Run,4144,12.03,,,False,,75.8,,4144,3.2,,64.7,,793.5,796.7,2.1,0.0,95.0,85.0,,,,,0.0,2017,5.741202549182599,Pre-COVID,High,52,2017-52
944733186,Run,4266,11.17,141.0,66.0,False,,68.5,,3959,4.6,,17.2,,787.0,810.5,16.8,0.0,95.0,90.0,141.0,131.0,,66.0,0.0,2017,5.907191883019994,Pre-COVID,Low,15,2017-15
2946141468,Run,2559,10.01,166.0,144.0,False,Nike Flyknit Streak 6 Nike Flyknit S6,70.0,,2559,5.3,3.913,58.0,57.0,793.9,796.9,3.5,0.0,101.0,93.0,166.0,157.0,619.0,144.0,0.0,2019,4.2607392607392605,Pre-COVID,High,51,2019-51
2023095421,Run,1503,4.19,143.0,15.0,False,Nike Flyknit Streak 6 Nike Flyknit S6,68.7,,1503,3.9,,23.1,26.0,793.5,796.7,2.3,0.0,97.0,81.0,143.0,125.0,280.0,15.0,0.0,2018,5.978520286396181,Pre-COVID,Low,51,2018-51
7654104640,Run,3769,10.0,137.0,17.0,False,Adidas Boston 10 adiBoston10,,,3714,4.196,2.694,25.0,330.0,792.9,805.4,8.4,0.0,94.0,89.0,,124.0,676.0,17.0,0.0,2022,6.1899999999999995,Post-COVID,High,33,2022-33
7125552818,Run,4563,12.11,135.0,18.0,False,,,,4511,3.702,2.686,90.5,325.0,792.5,848.3,11.1,0.0,97.0,90.0,,121.0,853.0,18.0,0.0,2022,6.208367740159648,Post-COVID,High,19,2022-19
7673570852,Run,4396,11.2,137.0,21.0,False,,,,4383,3.475,2.557,24.8,273.0,795.2,809.3,3.5,0.0,97.0,89.0,,126.0,785.0,21.0,0.0,2022,6.522321428571429,Post-COVID,High,33,2022-33
3995107025,Run,3743,10.15,146.0,63.0,False,,,,3734,4.7,2.72,16.0,295.0,792.7,798.5,3.7,0.0,96.0,89.0,,130.0,613.0,63.0,0.0,2020,6.1313628899835795,COVID,Low,36,2020-36
14373683831,Run,4046,11.11,162.0,57.0,False,ASICS Kayano 29 Asics K29,,,3949,4.257,2.813,33.9,224.0,79.2,103.9,9.7,0.0,97.0,91.0,162.0,135.0,795.0,57.0,0.0,2025,5.924092409240924,Post-COVID,High,18,2025-18
7136223395,Run,3817,10.7,132.0,16.0,False,,,,3817,4.446,2.804,28.0,210.0,792.3,805.3,10.9,0.0,100.0,92.0,,123.0,736.0,16.0,0.0,2022,5.945482866043614,Post-COVID,High,19,2022-19
2896658641,Run,4202,12.29,140.0,76.0,False,,70.0,,4202,3.3,2.926,129.0,128.0,793.9,796.9,3.5,0.0,96.0,87.0,140.0,131.0,708.0,76.0,0.0,2019,5.698399783021427,Pre-COVID,High,48,2019-48
7667619532,Run,8357,22.09,149.0,56.0,False,Adidas Boston 10 adiBoston10,,,8344,3.499,2.648,69.8,426.0,793.5,816.2,5.2,0.0,97.0,89.0,,126.0,1552.0,56.0,0.0,2022,6.295457974950958,Post-COVID,High,33,2022-33
1323073404,Run,4522,12.27,150.0,47.0,False,,75.8,,4522,5.1,,46.9,,789.6,799.1,5.1,0.0,97.0,88.0,150.0,127.0,1148.0,47.0,0.0,2017,6.142352621570225,Pre-COVID,High,51,2017-51
7206671574,Run,4209,11.02,131.0,17.0,False,,,,4209,4.303,2.619,23.2,359.0,793.7,805.0,9.1,0.0,97.0,91.0,,121.0,755.0,17.0,0.0,2022,6.3656987295825775,Post-COVID,Low,21,2022-21
1348334919,Run,3903,12.23,177.0,108.0,False,,68.5,,3903,3.6,,64.7,,793.5,796.7,2.2,0.0,94.0,83.0,177.0,140.0,1034.0,108.0,0.0,2018,5.3188879803761235,Pre-COVID,High,2,2018-2
1568002707,Run,1111,4.0,159.0,51.0,False,,67.0,,1111,4.0,,22.0,,793.6,796.5,1.9,0.0,98.0,92.0,159.0,152.0,331.0,51.0,0.0,2018,4.629166666666666,Pre-COVID,Low,19,2018-19
15725662391,Run,2632,6.66,138.0,12.0,False,New Balance 1080 V14 NB 1080 V14,,,2632,3.9,2.531,6.1,181.0,794.2,799.3,1.7,0.0,93.0,89.0,138.0,121.0,463.0,12.0,0.0,2025,6.586586586586587,Post-COVID,Low,36,2025-36
1408462623,Run,816,2.42,160.0,29.0,False,,67.0,,806,4.9,,11.9,,793.6,796.6,2.2,0.0,98.0,87.0,160.0,145.0,200.0,29.0,0.0,2018,5.550964187327824,Pre-COVID,Low,7,2018-7
16303451678,Run,3739,10.75,167.0,66.0,False,New Balance Rebel V4 NB Rebel V4,,,3731,4.843,2.882,14.9,281.0,792.9,799.2,3.6,0.0,98.0,89.0,167.0,140.0,762.0,66.0,0.0,2025,5.7844961240310075,Post-COVID,Low,44,2025-44
2611937431,Run,15243,43.37,209.0,375.0,False,,68.7,,15243,4.1,,677.0,670.0,790.8,803.1,6.1,0.0,96.0,92.0,209.0,139.0,2419.0,375.0,,2019,5.857735762047499,Pre-COVID,High,33,2019-33
907652740,Run,3694,9.99,184.0,47.0,False,,70.0,,3693,4.8,,12.5,,786.2,800.0,17.1,0.0,89.0,82.0,184.0,129.0,,47.0,0.0,2017,6.161161161161161,Pre-COVID,Low,12,2017-12
2330950211,Run,3652,10.42,184.0,87.0,False,,68.7,,3629,3.5,,64.1,223.0,793.5,796.7,2.8,0.0,96.0,89.0,184.0,136.0,718.0,87.0,0.0,2019,5.804542546385157,Pre-COVID,High,18,2019-18
5954372036,Run,4875,13.12,137.0,24.0,False,,,,4810,3.6,2.729,18.6,312.0,793.3,802.5,3.6,0.0,96.0,88.0,,129.0,922.0,24.0,0.0,2021,6.110264227642277,COVID,Low,37,2021-37
2004575543,Run,3603,10.33,,,False,,72.6,,3603,4.4,,53.4,113.0,793.5,796.7,2.3,0.0,98.0,88.0,,,770.0,,0.0,2018,5.813165537270087,Pre-COVID,High,49,2018-49
14003350289,Run,4866,12.12,159.0,42.0,False,Nike Infinity FK3 Nike Infinity FK3 ,,,4734,4.82,2.561,35.1,297.0,793.3,805.2,5.2,0.0,102.0,92.0,159.0,131.0,880.0,42.0,0.0,2025,6.509900990099011,Post-COVID,High,13,2025-13
4166588116,Run,4190,12.01,152.0,122.0,False,,,,4190,3.3,2.867,0.0,139.0,795.0,795.9,0.8,0.0,93.0,89.0,,142.0,816.0,122.0,0.0,2020,5.8145989453233415,COVID,Low,41,2020-41
15140406521,Run,4234,10.1,156.0,26.0,False,New Balance 1080 V14 NB 1080 V14,,,3632,5.28,2.782,13.1,242.0,793.0,799.3,4.3,0.0,98.0,92.0,156.0,126.0,675.0,26.0,0.0,2025,5.993399339933993,Post-COVID,Low,29,2025-29
1408462337,Run,4800,15.05,175.0,137.0,False,,67.0,,4800,4.5,,96.1,,792.0,817.8,9.8,0.0,96.0,89.0,175.0,141.0,1250.0,137.0,0.0,2018,5.3156146179401995,Pre-COVID,High,7,2018-7
17634235063,Run,9235,23.23,156.0,139.0,False,New Balance 1080 V14 NB 1080 V14,,,9020,3.94,2.576,49.7,47.2,792.9,817.1,6.7,0.0,95.0,87.0,156.0,136.0,1723.0,139.0,0.0,2026,6.471516716889081,Post-COVID,High,10,2026-10
3138569540,Run,348,0.93,,,False,,67.4,,348,4.9,2.678,5.4,13.0,793.9,796.9,4.3,0.2,99.0,85.0,,,51.0,,0.0,2020,6.236559139784946,COVID,Low,9,2020-9
1382743928,Run,704,2.19,192.0,32.0,False,,68.5,,697,5.1,,12.0,,793.6,796.5,2.3,-0.1,99.0,88.0,192.0,156.0,185.0,32.0,0.0,2018,5.3044140030441405,Pre-COVID,Low,5,2018-5
13069918433,Run,2410,5.67,140.0,14.0,False,Nike Infinity FK3 Nike Infinity FK3 ,,,2406,3.482,2.357,10.4,142.0,792.8,798.8,4.4,0.0,95.0,87.0,140.0,127.0,416.0,14.0,0.0,2024,7.072310405643739,Post-COVID,Low,49,2024-49
13872353249,Run,5813,15.15,166.0,49.0,False,Nike Infinity FK3 Nike Infinity FK3 ,,,5797,4.317,2.614,43.3,394.0,793.0,805.2,5.8,0.0,100.0,92.0,166.0,131.0,1070.0,49.0,0.0,2025,6.377337733773377,Post-COVID,High,11,2025-11
1252650653,Run,919,2.2,131.0,5.0,False,,75.8,,919,3.2,,19.4,,840.8,861.3,10.0,-0.1,90.0,79.0,131.0,122.0,,5.0,0.0,2017,6.962121212121211,Pre-COVID,Low,43,2017-43
1719171804,Run,966,2.23,151.0,21.0,False,,67.0,,966,2.7,,36.0,52.0,843.0,880.4,13.1,0.0,86.0,82.0,151.0,135.0,174.0,21.0,0.0,2018,7.219730941704037,Pre-COVID,High,29,2018-29
7400875064,Run,8327,21.12,140.0,42.0,False,,,,8247,3.527,2.561,57.8,514.0,793.5,820.8,6.9,0.0,97.0,91.0,,126.0,1445.0,42.0,0.0,2022,6.508049242424241,Post-COVID,High,26,2022-26
4660816711,Run,1398,5.33,152.0,10.0,False,,,,1398,6.0,3.818,7.1,33.0,795.2,799.0,1.4,0.0,96.0,93.0,,121.0,348.0,10.0,0.0,2021,4.371482176360225,COVID,Low,3,2021-3
5857226442,Run,3208,10.0,167.0,85.0,False,Nike Flyknit Streak 6 Nike Flyknit S6,,,3201,4.5,3.126,11.8,226.0,795.1,799.0,2.5,0.0,98.0,90.0,,146.0,691.0,85.0,0.0,2021,5.335,COVID,Low,34,2021-34
6497173752,Run,3670,10.09,145.0,26.0,False,,,,3650,4.914,2.767,17.8,214.0,792.8,798.9,6.2,0.0,95.0,90.0,,130.0,717.0,26.0,0.0,2022,6.029071688140073,Post-COVID,Low,1,2022-1
6650870009,Run,3811,12.11,160.0,75.0,False,,,,3811,5.236,3.179,14.2,236.0,795.0,799.0,4.4,0.0,98.0,91.0,,141.0,829.0,75.0,0.0,2022,5.244976603358106,Post-COVID,Low,6,2022-6
1421846989,Run,3000,10.01,173.0,90.0,False,,67.0,,3000,3.9,,59.6,,793.6,796.6,2.3,0.0,95.0,88.0,173.0,142.0,828.0,90.0,0.0,2018,4.9950049950049955,Pre-COVID,High,8,2018-8
1465529504,Run,1358,3.92,148.0,22.0,False,Nike Flyknit Streak 6 Nike Flyknit S6,67.0,,1351,4.5,,18.9,,794.6,798.2,3.1,0.0,97.0,90.0,148.0,124.0,324.0,22.0,0.0,2018,5.744047619047619,Pre-COVID,Low,12,2018-12
3443392015,Run,612,1.51,138.0,13.0,False,,67.4,,612,3.5,2.471,,115.0,794.5,804.5,1.1,-0.6,95.0,87.0,138.0,134.0,105.0,13.0,0.0,2020,6.754966887417218,COVID,Low,20,2020-20
11787290948,Run,2711,7.2,133.0,12.0,False,ASICS Kayano 29 Asics K29,,,2711,3.983,2.657,2.3,140.0,795.1,797.7,2.1,0.0,94.0,90.0,133.0,125.0,503.0,12.0,0.0,2024,6.275462962962962,Post-COVID,Low,27,2024-27
2131971448,Run,2718,7.23,126.0,11.0,False,,68.7,,2718,4.1,,38.3,46.0,793.5,796.7,2.2,0.0,92.0,86.0,126.0,118.0,427.0,11.0,0.0,2019,6.265560165975103,Pre-COVID,High,6,2019-6
9832006427,Run,3477,10.01,142.0,36.0,False,Adidas Boston 10 adiBoston10,,,3477,3.702,2.879,11.4,204.0,792.7,798.5,3.2,0.0,98.0,93.0,,132.0,711.0,36.0,0.0,2023,5.78921078921079,Post-COVID,Low,37,2023-37
3962202892,Run,4603,12.01,,,False,,,,4603,4.4,2.61,207.2,353.0,824.0,871.4,8.3,-0.1,93.0,84.0,,,892.0,,0.0,2020,6.387732445184569,COVID,High,35,2020-35
3624780915,Run,3707,10.12,136.0,23.0,False,,,,3707,3.2,2.731,12.8,119.0,794.2,801.9,2.5,0.0,95.0,89.0,,121.0,481.0,23.0,0.0,2020,6.105072463768116,COVID,Low,25,2020-25
3179065767,Run,422,0.81,119.0,1.0,False,Nike Flyknit Streak 6 Nike Flyknit S6,67.4,,422,2.3,1.922,2.2,14.0,793.6,796.4,4.4,0.3,88.0,82.0,119.0,111.0,59.0,1.0,0.0,2020,8.68312757201646,COVID,Low,11,2020-11
14078424680,Run,1955,5.04,143.0,17.0,False,Nike Infinity FK3 Nike Infinity FK3 ,,,1955,3.25,2.581,2.4,67.0,795.7,798.8,4.4,0.0,95.0,92.0,143.0,131.0,369.0,17.0,0.0,2025,6.46494708994709,Post-COVID,Low,14,2025-14
13694302794,Run,8288,21.21,147.0,70.0,False,Nike Infinity FK3 Nike Infinity FK3 ,,,8232,4.833,2.577,48.7,330.0,793.5,805.7,5.3,0.0,120.0,91.0,147.0,130.0,1540.0,70.0,0.0,2025,6.468646864686468,Post-COVID,High,8,2025-8
5729904054,Run,2959,8.01,138.0,16.0,False,,,,2959,3.4,2.707,0.0,164.0,795.6,796.3,2.0,0.0,95.0,86.0,,128.0,551.0,16.0,0.0,2021,6.156887224302955,COVID,Low,31,2021-31
3561606557,Run,4075,10.69,134.0,25.0,False,,,,4075,3.6,2.625,20.2,259.0,793.0,805.4,2.6,0.0,99.0,90.0,,123.0,542.0,25.0,0.0,2020,6.353289678827565,COVID,Low,23,2020-23
1827893387,Run,1963,5.33,218.0,58.0,False,,67.0,,1951,3.5,,25.2,75.0,792.0,800.0,8.9,0.0,93.0,78.0,218.0,143.0,352.0,58.0,0.0,2018,6.100687929956222,Pre-COVID,High,36,2018-36
3480874796,Run,770,2.0,118.0,2.0,False,,68.0,,770,3.3,2.606,10.9,73.0,794.7,805.7,2.2,0.5,95.0,90.0,118.0,109.0,89.0,2.0,0.0,2020,6.416666666666667,COVID,Low,21,2020-21
1813422840,Run,2266,5.72,162.0,89.0,False,,67.0,,2266,3.3,,105.1,134.0,822.0,873.2,11.4,0.1,91.0,83.0,162.0,149.0,432.0,89.0,0.0,2018,6.602564102564103,Pre-COVID,High,35,2018-35
4402777431,Run,4007,10.6,154.0,22.0,False,,,,3844,4.1,2.758,23.8,345.0,792.1,805.5,5.5,0.0,96.0,88.0,,126.0,627.0,22.0,0.0,2020,6.044025157232705,COVID,Low,48,2020-48
14866299955,Run,9440,24.24,151.0,87.0,False,New Balance 1080 V14 NB 1080 V14,,,9308,4.66,2.605,133.6,330.0,793.3,827.2,7.4,0.0,118.0,89.0,151.0,130.0,1657.0,87.0,0.0,2025,6.3998899889989,Post-COVID,High,25,2025-25
2241586337,Run,3782,9.81,160.0,43.0,False,Nike Flyknit Streak 6 Nike Flyknit S6,68.7,,3766,5.6,,57.5,177.0,793.6,796.7,2.4,0.0,108.0,86.0,160.0,127.0,574.0,43.0,0.0,2019,6.398233095480801,Pre-COVID,High,13,2019-13
898792203,Run,2934,8.0,132.0,19.0,False,,70.0,,2934,4.4,,10.3,,787.7,800.0,11.6,0.0,92.0,81.0,132.0,124.0,,19.0,0.0,2017,6.1125,Pre-COVID,Low,11,2017-11
2035098854,Run,1502,4.48,,,False,Nike Flyknit Streak 6 Nike Flyknit S6,68.7,,1502,4.3,,24.1,101.0,793.6,796.8,2.1,0.0,96.0,87.0,,,339.0,,0.0,2018,5.587797619047619,Pre-COVID,Low,52,2018-52
